"Name","Url","DataSource","ExtractedDate","Firm_","Phone","Fax","Address","Contact","Position","Mobile_No_","PostalAddress","Email","Conditions","Maintenance_and_General_Works_Group","Traffic_Management_Services_contract_Groups","PrequalificationCategories","Letter","ABN_Found","ABNStatus","YearsInOperation","RegisteredDate","EntityType","RegisteredName","State"
"KD Engineering**","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/439aa9adec16c4b9ca25877b001abe78?OpenDocument","Fresh","2026-01-21 16:01:36","Klopfer Dobos Pty Ltd","03 9415 3000","","166 Hoddle Street, ABBOTSFORD VIC 3067","Mr Alex Stojanovski","Director Civil Engineering","0407 514 005","""As Above"", &nbsp","AlexS@kd.engineering","All Culvert Designs by Klopfer Dobos Pty Ltd for well-defined watercourses and catchment areas to be verified by an independent company who is prequalified at the Simple Hydrology level.","","","H-SIMPLE, SH","K","11107284757","Active","22","2003-12-04","","KLOPFER DOBOS PTY. LTD.","VIC"
"Keath's Excavations Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/f4b17ac4232636abca257c7e001923d4?OpenDocument","Fresh","2026-01-21 16:01:37","Keath's Excavations Pty Ltd","(03) 5773 4242","(03) 5773 4242","6562 Maroondah Highway, YARCK, VIC 3719","Mr Frank Keath","Managing Director","0428 577 952","""As Above"", &nbsp","keathsexc@bigpond.com","","Maintenance: Maintenance Pavements (M2-PW), Maintenance Works-Minor (M1)","","M1, M2-PW, PW, WORKS-MINOR","K","48004668437","Active","25","2000-04-04","","KEATH'S EXCAVATIONS PTY. LTD.","VIC"
"Keller Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/b14d3af99b610addca25833200179839?OpenDocument","Fresh","2026-01-21 16:01:37","Keller Pty Ltd","03 9590 2600","03 9561 7189","Level 4, 1 Acacia Place, NOTTING HILL VIC 3170","Mr Ken Wright","Senior Engineer","0408 267 455","PO Box 253, MULGRAVE VIC 3170&nbsp","ken.wright@keller.com.au","","","","GT, GT-PST, PILE, PST","K","74609867889","Active","10","2015-12-16","","KELLER PTY LTD","NSW"
"Kellogg Brown &amp; Root Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/51b74707606e877aca256d5c0027e2fb?OpenDocument","Fresh","2026-01-21 16:01:38","Kellogg Brown & Root Pty Ltd","(03) 9828 5333","(03) 9820 0136","Level 18, 180 Lonsdale Street, MELBOURNE VIC 3000","Mr Paul Janssen","Discipline Manager - Transport","","PO Box 24191, MELBOURNE VIC 3001&nbsp","Paul.janssen@kbr.com","","","","AFF, AND, CE, CF, CH, CI, COST, CS, DMR, DSD, EAC, E-AFF, E-EAC, E-EMS, EES, EESM, EESW, EMS, EPM, E-TFL, FD, FIR, FPD1, FPD2, FVA, FVR, GAIN, HC, H-COMPLEX, H-SIMPLE, LAND, M1, ND1, ND2, NET, OF, PAM, PAR, PE, PRL, PRN, PRS, PSA, PSAD, PSAM, RISK, RM, RM1, ROAD, RR, SH, SI, SS, ST, STRUCTURES-COMPLEX, STRUCTURES-SIMPLE, TAR, TFL, TLD, TOF, TOS, TPF, TSD, TTF, UR, USE, WSRD","K","91007660317","Active","25","2000-05-08","","KELLOGG BROWN & ROOT PTY LTD","SA"
"Kelly Electrical Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/1c62aade0ff683f9ca25873500034cdc?OpenDocument","Fresh","2026-01-21 16:01:39","Kelly Electrical Pty Ltd","03 9334 5428","","9/331 Ingles St, PORT MELBOURNE VIC 3207","Mr Ciaran Kelly","Director","0475 303 989","""As Above"", &nbsp","ciaran@kellyelectrical.com.au","","","Traffic Control Systems Supply & Maintenance; a: SSLC - Street Lighting & Conduit Installation, STCE 1 - Traffic Control Equipment 1, STS - Traffic Signals, STS1 - Traffic Signals Installation","SSLC, STCE, STS, STS1","K","53160294575","Active","8","2017-08-01","","KELLY ELECTRICAL PTY LTD","VIC"
"Kelvin H Ingram Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/fdd1d3fb62d734f0ca25848500191369?OpenDocument","Fresh","2026-01-21 16:01:39","Kelvin H Ingram Pty Ltd","02 6458 0254","02 6458 0206","70 Bonang Road, BONANG VIC 3888","Mr Kelvin Ingram","Owner Director","0400 308 601","""As Above"", &nbsp","kelvin.ingram053@gmail.com","","","","","K","50087539142","Active","26","1999-11-01","","KELVIN H. INGRAM PTY LTD","VIC"
"Key Consult Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/3e08d35a060d2931ca2584a40080d171?OpenDocument","Fresh","2026-01-21 16:01:59","Key Consult Pty Ltd","03 9543 7100","03 9543 7726","Level 1, 16 Business Park Drive, NOTTING HILL VIC 3168","Mr Jiskar Issa","Director","0433 130 823","""As Above"", &nbsp","jiskar.i@keyconsult.com.au","Arterial ligthing design only","","","TLD","K","14633339223","Active","6","2019-05-08","","KEY CONSULT PTY LTD","VIC"
"Keystone Civil**","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/3a39ef484769e408ca2580ba00034c01?OpenDocument","Fresh","2026-01-21 16:02:00","Keystone Civil Holdings Pty Ltd","(03) 5222 4572","","3/114 Balliang Street, SOUTH GEELONG VIC 3220","Mr Michael Workman","General Manager","0409 803 404","""As Above"", &nbsp","michaelworkman@keystonecivil.com.au","","","","B1, F010, R3","K","11167195619","Active","10","2015-04-01","","KEYSTONE CIVIL HOLDINGS PTY LTD","VIC"
"KF Engineering Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/182211ad4d993136ca257b03001b5252?OpenDocument","Fresh","2026-01-21 16:02:01","KF Engineering Pty Ltd","(03) 9590 0935","(03) 9590 0935","16 Cappella Court, Glen Waverley, VIC 3150","Mr Khorshed Sarker","Director","0431 647 654","""As Above"", &nbsp","sarker.khorshed@yahoo.com","","","","H-SIMPLE, SH, WSRD","K","86288514144","Active","2","2023-11-01","","K&F Engineering","VIC"
"Kinsley Group Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/9d2eb6241b89b942ca257d380007de15?OpenDocument","Fresh","2026-01-21 16:02:01","Kinsley Group Pty Ltd","","","19 Hull Street, Hawthorn, VIC 3122","Mr Andrew Sim","Director","0403 318 385","""As Above"", &nbsp","andrew.sim@kinsleygroup.com.au","","","","CF","K","66152981149","Active","14","2011-08-31","","Kinsley Group Pty Ltd","VIC"
"KLB Line Marking Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/9f15e597de10a0beca257b3b00063101?OpenDocument","Fresh","2026-01-21 16:02:02","KLB Line Marking Pty Ltd","(03) 5241 4894","(03) 5241 5259","2 Wingarra Drive , Grovedale VIC 3216","Mr Kevin Hammond","Director","0413 424 195","""As Above"", &nbsp","klblines@bigpond.com","","","","","K","49136049637","Active","16","2009-07-01","","KLB Line Marking Pty Ltd","VIC"
"KND Services**","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/f0665f082ca160feca2581220005c8d0?OpenDocument","Fresh","2026-01-21 16:02:03","KND Maintenance Pty Ltd","(03) 4109 1601","","7A McQuade Street, MORWELL VIC 3840","Mrs Deborah Williams","Managing Director","0427 681 706","""As Above"", &nbsp","Admin@kndservices.com.au","","Maintenance: Maintenance Works-Minor (M1); General Works: General Works-Minor (G1)","","M1, WORKS-MINOR","K","83426404982","Active","26","1999-11-01","","KND MAINTENANCE PTY LTD","VIC"
"KPI Services Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/999ce14db8dcd73bca257db700815202?OpenDocument","Fresh","2026-01-21 16:02:03","KPI Services Pty Ltd","(03) 9326 7795","(03) 9326 5778","Unit 22, 74 Thomsons Road, KEILOR PARK 3042","Ms Angela Jarvis","Financial Controller","0433 699 324","""As Above"", &nbsp","finance@kpiconstruction.com.au","","","","","K","29601150225","Active","11","2014-08-08","","KPI SERVICES PTY LTD","VIC"
"KPI Traffic Control Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/bbe860d973507d2aca257bb8002c3849?OpenDocument","Fresh","2026-01-21 16:02:04","KPI Traffic Control Pty Ltd","03 9326 7795","(03) 9326 5778","Unit 22, 74 Thompsons Rd, KEILOR PARK 3042","Ms Angela Heyden","Financial Controller","0433 699 324","""As Above"", &nbsp","finance@kpiconstruction.com.au","","","","","K","90141690208","Active","15","2010-01-27","","KPI TRAFFIC CONTROL PTY LTD","VIC"
"Krusic's Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/2d117786be781180ca257c61001de7cf?OpenDocument","Fresh","2026-01-21 16:02:04","Krusic's Pty Ltd","(03) 5144 7799","(03) 5144 7798","5 Mountview Drive, Wurruk, VIC 3850","Mr Dan Krusic","Managing Director","0428 514 404","P O Box 1310, Sale, VIC 3850&nbsp","krusics@bigpond.com","","","","","K","21068861227","Active","25","2000-02-23","","KRUSIC'S PTY LTD","VIC"
"Lack Group Traffic Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/35ad3ab50d28bcf6ca25846c0016ffb9?OpenDocument","Fresh","2026-01-21 16:02:05","Lack Group Traffic Pty Ltd","1300 205 579","07 5568 0812","Unit 2, 15 John Duncan Court , VARSITY LAKES QLD 4227","Mr David Lewin","Executive General Manager","0427 594 824","PO Box 1713, BURLEIGH HEADS QLD 4220&nbsp","lgc@lackgroup.com.au","","","","","L","64628562505","Active","7","2018-09-03","","LACK GROUP TRAFFIC PTY LTD","QLD"
"Laing O'Rourke Australia Construction Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/bf5955ab529857e6ca25734500820b25?OpenDocument","Fresh","2026-01-21 16:02:25","Laing O'Rourke Australia Construction Pty Ltd","(03) 9249 6400","(02) 9903 0333","HWT Tower, Level 20,, 40 City Road , SOUTHGATE VIC 3006","Mr Bruce Gidley","Business Development Manager, VIC/SA/QLD","0400 536 518","""As Above""&nbsp","bgidley@laingorourke.com.au","","","","B4, F150+, R5","L","39112099000","Active","20","2005-02-01","","Laing O'Rourke Australia Construction Pty Ltd","NSW"
"Lake &amp; Land Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/4ece35f803d90aeaca2574a9002454b2?OpenDocument","Fresh","2026-01-21 16:02:26","Lake & Land Pty Ltd","(03) 5229 0811","(03) 5229 0899","178 Latrobe Terrace, GEELONG WEST VIC 3218","Mr Alexander Brunacci","Engineering Manager","0425702711","PO BOX 5, BARWON HEADS VIC 3227&nbsp","admin@lakeandland.com.au","","","","B1, F010, R1","L","58098471311","Active","24","2001-11-01","","LAKE & LAND PTY LTD","VIC"
"Lanco Group Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/8d61b712ce8d5ac6ca2583da001da88f?OpenDocument","Fresh","2026-01-21 16:02:26","Lanco Group Pty Ltd","1300 152 626","03 9467 9459","Level 2, Suite 26, 20 Enterprise Drive, Bundoora VIC 3083","Mr Tony Georgiadis","Director","0414 383 720","""As Above"", &nbsp","tony@lancogroup.com.au","Undertake simple hydrologic and hydraulic design associated with road design only","","","H-SIMPLE, SH","L","27160328478","Active","13","2012-09-12","","LANCO GROUP PTY LTD","VIC"
"Landair Surveys","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/fb93e9148eb81bcaca256d0a00075481?OpenDocument","Fresh","2026-01-21 16:02:27","Landair Surveys","9887 2888","9887 3897","Suite 1, 675 Boronia Road, WANTIRNA VIC 3152","Mr Erik Birzulis","Managing Director","0418 348 538","""As Above""&nbsp","info@landair.com.au","","","","AP, PM","L","31313157757","Active","18","2007-06-30","","LANDAIR SURVEYS","VIC"
"Landscape Plus (Vic) Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/653575af740329f2ca2583dd00025b20?OpenDocument","Fresh","2026-01-21 16:02:28","Landscape Plus (Vic) Pty Ltd","03 9562 0659","","58/1470 Ferntree Gully Road, Knoxfield VIC 3180","Mr Christopher Keay","Director","0417 000 209","""As Above"", &nbsp","info@landscapeplus.com.au","","General Works: Grass Cutting (G2-GC), Landscaping (G2-LS)","","GC, LS","L","63600591553","Active","11","2014-07-08","","LANDSCAPE PLUS (VIC) PTY LTD","VIC"
"Landserv Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/0a42846834123728ca25774c00055ee9?OpenDocument","Fresh","2026-01-21 16:02:28","Landserv Pty Ltd","(03) 5222 4173","(03) 5221 4173","14 Albert Street, GEELONG WEST VIC 3220","Mr Damien Chappell","Managing Director","0488 940 084","PO Box 1628, Geelong VIC 3220&nbsp","admin@landserv.com.au","","","","EAC, E-EAC, E-EMS, EMS","L","87065632895","Active","25","2000-02-08","","LANDSERV PTY. LTD.","VIC"
"Larrakia Bilirra Group Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/ec144dbe07de6dfcca25878300771fa8?OpenDocument","Fresh","2026-01-21 16:02:29","Larrakia Bilirra Group Pty Ltd","1300 187 997","","18 Doveton St N, BALLARAT CENTRAL VIC 3350","Mr Mathew Stokes","Managing Director","0400 407 750","Unit 1, 20 Ravenhall Way, RAVENHALL VIC 3023&nbsp","admin@larrakiabilirra.com.au","","Maintenance: Maintenance Pavements (M2-PW)","","M2-PW, PW","L","90653000214","Active","4","2021-08-20","","LARRAKIA BILIRRA GROUP PTY LTD","VIC"
"Leech Earthmoving Contracting Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/28b53f9dba06a367ca257b87007ba1d9?OpenDocument","Fresh","2026-01-21 16:02:30","Leech Earthmoving Contracting Pty Ltd","(03) 5472 2944","(03) 5472 4631","27 Elizabeth Street, CASTLEMAINE, VIC 3450","Mr Darren Rice","General Manager / Director","0408 590 738","P O Box 425, CASTLEMAINE, VIC 3450&nbsp","","","","","F005, R2","L","17124550296","Active","18","2007-03-22","","Leech Earthmoving Contracting Pty Ltd","VIC"
"Leed Engineering and Construction Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/c64dd1ee978a52b9ca25701100240c35?OpenDocument","Fresh","2026-01-21 16:02:30","Leed Engineering and Construction Pty Ltd","08 8132 1044","","95 King William Street, KENT TOWN SA 5067","Mr Paul Teakle","General Manager Operations","0419 819 897","Level 3, 8 Treadwell Street, ESSENDON NORTH VIC 3041&nbsp","pteakle@leed.net.au","","","","B4, F075, R4","L","35097021728","Active","24","2001-06-08","","LEED ENGINEERING AND CONSTRUCTION PTY LTD","SA"
"Leegroup**","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/1c23c75e114ecc7aca2586df001da0ce?OpenDocument","Fresh","2026-01-21 16:02:31","Lee Brothers Fencing Pty Ltd","03 9484 4544","","15 Beaufort Street, PRESTON VIC 3072","Mr Sunil Kumar","Director","0413 153 606","""As Above"", &nbsp","skumar@leegroup.com.au","","General Works: Noise Wall (G2-NW)","","NW, WALL","L","48004439132","Active","25","2000-02-25","","LEE BROTHERS FENCING PTY LTD","VIC"
"LEKT Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/30d11a8f644b8675ca258831002075c1?OpenDocument","Fresh","2026-01-21 16:02:32","LEKT Pty Ltd","0466 551 550","","10 Hilbert Road, AIRPORT WEST VIC 3043","Mr Emir Ameti","Director","","""As Above"", &nbsp","emir@lekt.com.au","","","","PRS, ROAD","L","94651107774","Active","4","2021-06-17","","LEKT PTY LTD","VIC"
"LGA Bridge Support Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/8c24d772afd2c0c5ca258c8a0024259d?OpenDocument","Fresh","2026-01-21 16:02:32","LGA Bridge Support Pty Ltd","","","14 Horne Street, SUNBURY VIC 3429","Mr Joshua Baulch","Director","0432 861 240","6 Short Avenue, OAK PARK VIC 3046&nbsp","jbaulch@lgabridgesupport.com.au","","","","BI2","L","72677682647","Active","1","2024-05-27","","LGA BRIDGE SUPPORT PTY LTD","VIC"
"Lincolne Scott (Vision Design Studio)**","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/3198da9be9c80d31ca256d0a00076802?OpenDocument","Fresh","2026-01-21 16:02:33","Lincolne Scott Australia Pty Ltd","(03) 9615 3222","(03) 9629 3929","121 King Street, MELBOURNE VIC 3000","Mr *Steve Brown","Director","","""As Above""&nbsp","vdsmelb@visiondesign.com.au","","","","TLD","L","14371152580","Inactive","24","2001-10-01","","LINCOLNE SCOTT AUSTRALIA PTY LTD ATF LINCOLNE SCOTT ESTATE","QLD"
"Linct Group Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/8e2e1bb4c292e8a0ca2587c6000bcfd2?OpenDocument","Fresh","2026-01-21 16:02:33","Linct Group Pty Ltd","03 5941 6244","","Suite 7, 2-4 Purton Road, PAKENHAM VIC 3810","Ms Brincat Ebony","Business Unit Manager","0472 601 437","PO Box 444, PAKENHAM VIC 3810&nbsp","ebony.brincat@linctgroup.com.au","","Maintenance: Maintenance Bridges (M2-BW), Maintenance Pavements (M2-PW), Maintenance Roadsides (M2-RW); General Works: Landscaping (G2-LS)","","B1, BW, F005, LS, M2-BW, M2-PW, M2-RW, PW, R2, RW","L","56106759264","Inactive","5","2020-11-19","","LINCT GROUP PTY LTD","VIC"
"Little Rock Road Services**","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/e0b99c9e11532fbbca2575cc002a39f0?OpenDocument","Fresh","2026-01-21 16:02:34","Little Rock Consulting Services Pty Ltd","(03) 5781 0505","(03) 5781 0506","7 Maher Street, KILMORE VIC 3764","Mrs Shelly Biancon","Director","0417 309 607","PO Box 571, KILMORE VIC 3764&nbsp","ltlroc@bigpond.com","","Maintenance: Maintenance Pavements (M2-PW), Maintenance Works-Minor (M1); General Works: General Works-Minor (G1), Landscaping (G2-LS)","","LS, M1, M2-PW, PW, WORKS-MINOR","L","32096379412","Active","24","2001-03-30","","LITTLE ROCK CONSULTING SERVICES PTY LTD","VIC"
"Livic Underground Construction Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/958ef6f16d43d972ca258af300110091?OpenDocument","Fresh","2026-01-21 16:02:35","Livic Underground Construction Pty Ltd","","","1 / 6 Carmen Street , Truganina VIC 3029","Mr Stuart White","Director","0422 844 343","""As Above"", &nbsp","stuart.white@livicunderground.com.au","","","Traffic Control Systems Supply & Maintenance; a: SSLC - Street Lighting & Conduit Installation, STCE 1 - Traffic Control Equipment 1","SSLC, STCE","L","74652933009","Active","4","2021-08-18","","LIVIC UNDERGROUND CONSTRUCTION PTY LTD","VIC"
"LMS Unit Trust**","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/7bf12cb4c9e216aeca257c070015089b?OpenDocument","Fresh","2026-01-21 16:02:35","P J Lynch & Staff Pty Ltd","(03) 9437 2799","(03) 9437 2788","Factory 1/6 Candlebark Court, RESEARCH VIC 3095","Mr Mark Lynch","Director","0417 771 136","P O Box 1212, Research, VIC 3095&nbsp","mark@pjlynch.com.au","","","Traffic Control Systems Supply & Maintenance; a: SCTV- Closed Circuit Television, SCTV - Communications, SSLC - Street Lighting & Conduit Installation, STCE - Traffic Control Equipment, STCE 1 - Traffic Control Equipment 1, STCE 2 - Traffic Control Equipment 2","SCTV, SSLC, STCE","L","25429340588","Active","25","2000-04-04","","","VIC"
"Loddon Shire Council","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/d4eb66410a4f7828ca257042002228fe?OpenDocument","Fresh","2026-01-21 16:02:36","Loddon Shire Council","(03) 5494 1222","(03) 5494 3003","41 High Street, WEDDERBURN VIC 3518","Mr Daniel Lloyd","Manager Works","0407 337 251","PO BOX 21, WEDDERBURN VIC 3518&nbsp","dlloyd@loddon.vic.gov.au","","Maintenance: Maintenance Bridges (M2-BW), Maintenance Pavements (M2-PW), Maintenance Roadsides (M2-RW), Maintenance Works-Minor (M1)","","BW, M1, M2-BW, M2-PW, M2-RW, PW, RW, WORKS-MINOR","L","90925450534","Active","26","1999-11-01","","LODDON SHIRE COUNCIL","VIC"
"Loetis Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/17f327262ce58266ca258a3600823a88?OpenDocument","Fresh","2026-01-21 16:02:37","Loetis Pty Ltd","0477 853 664","","51 Little Fyans Street, SOUTH GEELONG VIC 3220","Mr Leigh Prossor","Director","0400 550 096","PO Box 867, GEELONG VIC 3220&nbsp","tom.r@loetis.com.au","","","","WSRD","L","74665148630","Active","3","2023-01-20","","LOETIS PTY LTD","VIC"
"LOJAC Civil Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/c047e8cabb0c8cd6ca2576bd001f70c0?OpenDocument","Fresh","2026-01-21 16:02:37","LOJAC Civil Pty Ltd","(03) 9532 0200","(03) 9532 0800","35/148 Chesterville Road, MOORABBIN VIC 3188","Mr Craig Hosie","Director","0431 341 566","""As Above"", &nbsp","craighosie@lojac.com.au","","","","F100, R1","L","67137526348","Active","16","2009-06-05","","Lojac Civil Pty Ltd","VIC"
"Lowe Electrical**","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/25ced43a1c58647aca25712c0015885b?OpenDocument","Fresh","2026-01-21 16:02:38","C S Lowe Pty Ltd","(03) 9763 3833","(030 9753 2544","3/ 766 Burwood Highway, FERNTREE GULLY VIC 3156","Mr Brian Lowe","Director","0425 778 563","PO BOX 382, FERNTREE GULLY VIC 3156&nbsp","brian@loweelectrical.com.au","","","Traffic Control Systems Supply & Maintenance; a: SSLC - Street Lighting & Conduit Installation, STCE 1 - Traffic Control Equipment 1","SSLC, STCE","L","65386459087","Active","25","2000-03-24","","","VIC"
"Lucas Total Contract Solutions Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/c64ffc2f15a99789ca257ca000030e70?OpenDocument","Fresh","2026-01-21 16:02:39","Lucas Total Contract Solutions Pty Ltd","(08) 8179 4000","08 8358 3849","Brookside Road, Darlington, SA 5047","Mr Nick Matthews","General Manager","0418 824 382","P O Box 150, BRIGHTON, SA 5048&nbsp","enquries@lucastcs.com.au","","","","B2, F050, R4","L","66137901752","Active","13","2012-10-22","","LUCAS TOTAL CONTRACT SOLUTIONS PTY LTD","SA"
"L&amp;M Traffic Services Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/5bafbbcb5676d38cca25858900201b77?OpenDocument","Fresh","2026-01-21 16:02:39","","(03) 9768 2637","(03) 9768 2364","Unit 1, 2-4 Souffi Place, DANDENONG SOUTH VIC 3175","Mr Trevor Chambers","Regional Manager","0439 807 862","""As Above"", &nbsp","trevor.chambers@trafficltd.com.au","","","Traffic Control Systems Supply & Maintenance; a: SSLC - Street Lighting & Conduit Installation, STCE - Traffic Control Equipment, STCE 1 - Traffic Control Equipment 1, STCE 2 - Traffic Control Equipment 2, STS - Traffic Signals, STS1 - Traffic Signals Installation, STS2 - Traffic Signals Maintenance","SSLC, STCE, STS, STS1, STS2","L","52637033857","Active","6","2019-10-25","","L&M TRAFFIC SERVICES PTY LTD","VIC"
"M Group Trades &amp; Labour Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/c9483aef2533b700ca2581480007e6f7?OpenDocument","Fresh","2026-01-21 16:02:40","M Group Trades & Labour Pty Ltd","(03) 9310 4066","","46 Lindon Court , TULLAMARINE VIC 3043","Mr Michael Portia","Director","0409 919 977","""As Above"", &nbsp","operations@mgroupcs.com.au","","","","","M","51616048367","Active","9","2016-11-22","","M GROUP TRADES AND LABOUR PTY. LTD.","VIC"
"M1 Traffic Control Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/76bd143ed10380ddca2576a4001f5b2a?OpenDocument","Fresh","2026-01-21 16:02:41","M1 Traffic Control Pty Ltd","","(03) 8668 1286","13 Raylee Place, LYNBROOK VIC 3975","Mr Tony Paragalli","Director","0429 237 862","""As Above""&nbsp","operations@m1trafficcontrol.com.au","","","","M1","M","49139453268","Active","16","2009-09-15","","M1 TRAFFIC CONTROL PTY LTD","VIC"
"MACA Civil Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/6a4b5975721bd723ca257fe3001c830e?OpenDocument","Fresh","2026-01-21 16:02:41","MACA Civil Pty Ltd","03 5943 3200","03 5943 3201","45 Division Street, WELSHPOOL WA 6106","Ms Jenna Downes","Tender and Submissions Coordinator","0427 988 863","""As Above"", &nbsp","jenna.downes@maca.net.au","","","","B2, F150+, R4","M","20146021347","Active","15","2010-08-27","","MACA Civil Pty Ltd","WA"
"MACA Infrastructure Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/a6386a108d1ad2acca25803d00079de0?OpenDocument","Fresh","2026-01-21 16:02:42","MACA Infrastructure Pty Ltd","03 5943 3200","03 5943 3201","115 Hereford Road, MOUNT EVELYN VIC 3796","Ms Sabrina Pyers","Submissions Lead","0448 342 601","""As Above"", &nbsp","sabrina.pyers@maca.net.au","","Maintenance: Maintenance Bridges (M2-BW), Maintenance Pavements (M2-PW), Maintenance Roadsides (M2-RW), Maintenance Works-Minor (M1); General Works: Grass Cutting (G2-GC), Guardfence (G2-GF), Road Surfacing Asphalt (G2-RSA)","","B1, BW, F150+, GC, GF, M1, M2-BW, M2-PW, M2-RW, PW, R2, ROAD, RSA, RW, WORKS-MINOR","M","60604456055","Active","10","2015-02-27","","MACA INFRASTRUCTURE PTY LTD","VIC"
"Macutex Pty Limited","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/13fd52e1a93fe281ca2574e2001f9661?OpenDocument","Fresh","2026-01-21 16:02:42","Macutex Pty Limited","9329 9811","9348 9135","448 William Street, Melbourne Vic 3003","Mr Damien Wigley","Manager Environment","0404 899 961","""As Above"", &nbsp","sales@macutex.com","","","","AIR, AQMD, E-AQMD","M","56588969728","Active","19","2006-12-01","","","VIC"
